Part Description,Supplier,Part # OEM,Machine,Location Shelf and Bin,Alternate part Number,Alternate Manufacturer,NOTES,
Contactor,,3RT2036-1AK60,,Shelf B-3 Bin 1-4,,,AC3 51A 400V 22KW 120VAC Coil
Circuit Breaker,,1014.3475,,Shelf B-3 Bin 1-5,PKZM01-12,Eaton,
Circuit Breaker,,PKZM0-0.4,,Shelf B-3 Bin 1-5,,,
Circuit Breaker,,PKZM0-16,,Shelf B-3 Bin 1-5,,,
Contactor,,LCD1D32G7,,Shelf B-3 Bin 1-6,,,
Reversing Contactor,,LC2D18F7,,Shelf B-3 Bin 1-6,,,
Power Base,,LUB12,,Shelf B-3 Bin 1-6,,,
Auxiliary Switch Block,,3RH1911-1GA04,,Shelf B-3 Bin 2-1,,,10A 240V
Auxiliary Switch Block,,3RH1921-1HA22,,Shelf B-3 Bin 2-1,,,
Auxiliary Switch Block,,3RH2911-1GA22,,Shelf B-3 Bin 2-1,,,10A 240V
Auxiliary Switch Block,,3RH1911-1GA22,,Shelf B-3 Bin 2-1,,,
?,,3RU2116-1CB1,,Shelf B-3 Bin 2-1,,,
Overload Relay,,XTOE020BCS-GR1ZEB 12-20,,Shelf B-3 Bin 2-2,,,
Encoder Input Unit,,NX-ECO142,,Shelf B-3 Bin 2-2,,,
Overload Relay,,RW17-1D3-D012,,Shelf B-3 Bin 2-2,,,
Auxiliary Switch Block,,3RH1911-1FA22,,Shelf B-3 Bin 2-3,,,10A 240V
Circuit Breaker,,1014-2188,,Shelf B-3 Bin 2-3,PKZM0-16,,
Contactor,,3RH2131-1BB40,,Shelf B-3 Bin 2-3,,,AC15 10A 230V 31E 3NO+1NC 24VDC
Contactor,,3RT1016-1BB41,,Shelf B-3 Bin 2-4,,,AC3 9A 400V 4KW 24VDC
Contactor,,3RT2016-1BB41,,Shelf B-3 Bin 2-4,3001-0836,,
Relay,,LRD12L,,Shelf B-3 Bin 2-4,,,
Terminal Block,,LAD7B106,,Shelf B-3 Bin 2-5,,,
Overload Relay,,48TE3S00,,Shelf B-3 Bin 2-5,,,
Contactor,,3RT2016-1BB42,,Shelf B-3 Bin 2-5,,,
Circuit Breaker,,3RV1011-1KA15,,Shelf B-3 Bin 2-6,1014-3475,,
Contactor,,3RT1016-1BB42,,Shelf B-3 Bin 2-6,,,AC3 4KW 400V 240VDC 3Phase
Circuit Breaker,,3RV1011-1KA10,,Shelf B-3 Bin 2-6,,,
Contactor,,3RT2026-1BB40-1AA0,,Shelf B-3 Bin 3-1,,,400V AC 3Pole 25A 24VDC AUX
Thermal Overload Relay,,3RU2116-1CC1,,Shelf B-3 Bin 3-1,,,
Circuit Breaker,,3RU1021-0KA10,,Shelf B-3 Bin 3-2,,,
Solid State Overload Relay,,3UB8123-4DW2,,Shelf B-3 Bin 3-2,,,
Circuit Breaker,,3RV1011-1KA15,,Shelf B-3 Bin 3-3,,,
Thermal Overload Relay,,3RU2016-1CB1,,Shelf B-3 Bin 3-3,,,600VAC
Contact Kit 3 Poles,,CLMCK03,,Shelf B-3 Bin 3-4,,,
Contactor Reversing Comb,,3RT2017-1AK62,,Shelf B-3 Bin 3-4,,,20A 600V 120VAC Coil
Contactor Relay,,3RH2140-1BB40,,Shelf B-3 Bin 3-5,SAS-EL-001-630,,
Contactor Reversing Comb,,3RA2315-8XB30-1AK6,,Shelf B-3 Bin 3-5,,,
Control Relay,,3TH42-80-0AK6,,Shelf B-3 Bin 3-6,,,120V
Circuit Breaker 3 Pole,,FAZ-D5/3-NA,,Shelf B-3 Bin 3-6,,,480/277VAC
Multifunction Control Unit,,LUCM12BL,,Shelf B-3 Bin 3-6,,,
Thermal Overload Relay,,ESP200,,Shelf B-3 Bin 3-6,,,
Power Base,,LUB32,,Shelf B-3 Bin 4-1,,,
Multifunction Control Unit,,LUC12BL,,Shelf B-3 Bin 4-2,,,
Power Base,,LUB12,,Shelf B-3 Bin 4-2,,,
Multifunction Control Unit,,LUCM32BL,,Shelf B-3 Bin 4-2,,,
AUX Contactor,,3RH1131-1BB40,,Shelf B-3 Bin 4-3,,,
Protective Switch,,NHI11-PKZO,,Shelf B-3 Bin 4-3,,,
Contactor,,87560644-0484001773/0079-8,,Shelf B-3 Bin 4-4,,Demag,115V
Manual Motor Starter,,MS325-6.3,,Shelf B-3 Bin 4-4,,,
Overload Evaluator Switch,,FAW-1,,Shelf B-3 Bin 4-5,,Demag,120V
Contactor,,DSUB111,,Shelf B-3 Bin 4-5,,,220V
Contactor,,LC1D09BL,,Shelf B-3 Bin 4-6,,,9A 24VDC
Contactor  NON Reversing,,LC1D32BL,,Shelf B-3 Bin 4-6,,,600VAC 32A 3P 24VDC
Contactor  NON Reversing,,LC1D12BL,,Shelf B-3 Bin 5-1,,,600VAC 12A 3P 24VDC
Motor Starter Protector,,GV2P14,,Shelf B-3 Bin 5-1,,,690V 6-10A 3P Screw Clamp
Motor Starter Protector,,GV2P07,,Shelf B-3 Bin 5-2,,,690V 1.6-2.5A 3P Screw Clamp
Contactor  NON Reversing,,LC1D18BL,,Shelf B-3 Bin 5-2,,,3P 18A 1NO/1NC 24VDC
Motor Starter Protector,,GV2P20,,Shelf B-3 Bin 5-3,,,690V 13-18A 3P Screw Clamp
Circuit Breaker,,GV2P32,,Shelf B-3 Bin 5-3,,,690V 24-32A 3P Screw Clamp
Fuse,,JTD-150-ID,,Shelf D-2 Bin 1-1,,,
Fuse,,JTD-200-ID,,Shelf D-2 Bin 1-1,,,
Fuse,,FLNR-200-ID,,Shelf D-2 Bin 1-1,,,
Fuse,,AJT-200,,Shelf D-2 Bin 1-2,,,
Fuse,,TR-200-R-ID,,Shelf D-2 Bin 1-2,,,
Fuse,,FRN-R-200,,Shelf D-2 Bin 1-2,,,
Fuse,,ECRS-200,,Shelf D-2 Bin 1-3,,,
Fuse,,FRS-R-200,,Shelf D-2 Bin 1-3,,,
Fuse,,FLSR-150-ID,,Shelf D-2 Bin 1-3,,,
Fuse,,ECRS-400,,Shelf D-2 Bin 1-4,,,
Fuse,,NLS-400,,Shelf D-2 Bin 1-4,,,
Fuse,,LPJ-200 AMP SP,,Shelf D-2 Bin 1-5,,,
Fuse,,ECNR-50 AMP,,Shelf D-2 Bin 1-5,,,
Fuse,,TCF-80,,Shelf D-2 Bin 1-6,,,
Fuse,,JTD-125 AMP ID,,Shelf D-2 Bin 1-6,,,
Fuse,,FRS-R-125 AMP,,Shelf D-2 Bin 1-6,,,
Fuse,,FLSR 5-6/10 ID,,Shelf D-2 Bin 2-1,,,
Fuse,,FLSR-15 ID,,Shelf D-2 Bin 2-1,,,
Fuse,,TRS5R-5 AMP,,Shelf D-2 Bin 2-1,,,
Fuse,,JTD-40-ID,,Shelf D-2 Bin 2-2,,,
Fuse,,JTD-20-ID,,Shelf D-2 Bin 2-2,,,
Fuse,,JTD-10-ID,,Shelf D-2 Bin 2-2,,,
Fuse,,FRS-R-30,,Shelf D-2 Bin 2-3,,,
Fuse,,LPS-RK-100 SP AMP,,Shelf d-2 Bin 2-3,,,
Fuse,,FRS-R-100 AMP,,Shelf D-2 Bin 2-3,,,
Cable Clamps,,4DV33A,,Shelf D-2 Bin 2-4,,,One eight size.
Heavy Duty Wire Connector Set,,16003-3,,Shelf D-2 Bin 2-5,,,
Fuse,,AJT-80,,Shelf D-2 Bin 2-6,,,
Fuse,,ECNR-80,,Shelf D-2 Bin 2-6,,,
Fuse,,FLSR-200,,Shelf D-2 Bin 2-6,,,
S Hooks,,9381T22,,Shelf D-2 Bin 3-1,,,
S Hooks,,9381T51,,Shelf D-2 Bin 3-1,,3501065,
CAT 5 Patch Cords,,na,,Shelf D-2 Bin 3-2,,,
CAT 5 Shielded connectors,,na,,Shelf D-2 Bin 3-3,,,
CAT 5 Shielded In Line Coupler,,ILC-SE08A-SH,,Shelf D-2 Bin 3-3,,,
Cable Connectors BNC,,na,,Shelf D-2 Bin 3-4,,,
Circuit Breaker,,Q0120,,Shelf D-2 Bin 3-5,,,20A 120-240V 50-60Hz
Circuit Breaker,,na,,Shelf D-2 Bin 3-6,,,20A SP Screw In 1 Pole
Mini Light Bulbs,,6S6,,Shelf D-2 Bin 4-1,,,
Mini Light Bulbs,,C234,,Shelf D-2 Bin 4-1,,,
Lithium Batteries,,Panasonic-BR-2/3,,Shelf D-2 Bin 4-1,,,
Knob Switch,,RAD00705,,Shelf D-2 Bin 4-2,9001KS43FBH1SUB,,
Momentary Non Illuminated Button Switch,,9001KR2UH5,,Shelf D-2 Bin 4-3,,,
Operator Switch Illuminated,,9235K143,,Shelf D-2 Bin 4-4,,,
Operator Switch Push/Pull Illuminated,,9235K49,,Shelf D-2 Bin 4-5,,,
Push Twist Release Oper Emergency stop switch,,9235K-338,,Shelf D-2 Bin 4-6,,,
Panel Filler Plate,,ECQF3,,Shelf D-2 Bin 5-1,,,
Right Left Momentary Selector Switch,,9001KS52FBH37,,Shelf D-2 Bin 5-2,,,
Push Button NO Switches,,GCX3115,,Shelf D-2 Bin 5-3,,,
Two Position Key Selector Switch,,9001KS43K10H1,,Shelf D-2 Bin 5-4,,,
Oil Tight Indicator Light,,10250T20IN,,Shelf D-2 Bin 5-5,,,
Standard Pilot Light,,9001KP35,,Shelf D-2 Bin 5-5,,,
Joystick,,71025K52,,Shelf D-2 Bin 5-6,,,
Contact Block,,71025K55,,Shelf D-2 Bin 5-6,,,
Mounting Clip,,71025K45,,Shelf D-2 Bin 5-6,,,
Locking Device Connector,,L1620-C,,Shelf D-2 Bin 6-1,,,20A 480VAC 3 Pole 4 Wire
Turnlok Receptacle,,4760,,Shelf D-2 Bin 6-1,,,15A 277VAC 2P 3W
Lockout For Small 2 Pole Breakers,,na,,Shelf D-2 Bin 6-2,,,
Lock Out For Large Breakers,,OG-80C,,Shelf D-2 Bin 6-3,,,
Lock Out For Large Breakers,,S3823,,Shelf D-2 Bin 6-3,,,
Lockout For Small Breakers,,S3822,,Shelf D-2 Bin 6-4,,,
Lockout For Small Breakers,,491B,,Shelf D-2 Bin 6-4,,,0.281X1.25X0.047
Fender Washer,,na,,Shelf D-2 Bin 6-5,,,
BNC Coup,,BA016,,Shelf D-2 Bin 6-6,,,
BNC To RCA,,na,,Shelf D-2 Bin 6-6,,,
Modular Timer,,80-01-0-240-0000,,Shelf D-2 Bin 7-1,,,
Contactor,,MKS2PIN,,Shelf D-2 Bin 7-1,,,
Relay Base,,ZPY08A,,Shelf D-2 Bin 7-1,,,
Relay Base,,3079H2,,Shelf D-2 Bin 7-2,,,15A 240V
Terminal Block,,WDU6,,Shelf D-2 Bin 7-2,,,
Contact Element,,M22-K01,,Shelf D-2 Bin 7-2,,,
Relay,,LY1N,,Shelf D-2 Bin 7-3,,,24VDC
Relay,,LY1N,,Shelf D-2 Bin 7-3,,,110/120VAC
Relay,,KRPA-11AN-120,,Shelf D-2 Bin 7-3,,,
Conduit Entrance,,E50RA,,Shelf D-2 Bin 7-4,,,
Limit Switch Component,,E50DT3,,Shelf D-2 Bin 7-4,,,
Top Fuse Spring Return Head,,E50DT1,,Shelf D-2 Bin 7-4,,,
Limit Switch Component,,E50SAL,,Shelf D-2 Bin 7-5,,,
Switch Body,,E51SAL,,Shelf D-2 Bin 7-5,,,
Limit Switch Component,,E50DR1,,Shelf D-2 Bin 7-5,,,Side Rotary Standard Spring
Limit Switch Component,,E50DS1,,Shelf D-2 Bin 7-5,,,Top Push Rolling Spring Return
Limit Switch,,D4A-2918N,,Shelf D-2 Bin 7-6,,,
Limit Switch Base,,9007CT54,,Shelf D-2 Bin 7-6,,,
Limit Switch,,D4A-0001N,,Shelf D-2 Bin 7-6,,,
Limit Switch,,AAP2T51Z11,,Shelf D-2 Bin 8-1,,,
Contactor,,MJN2CE-AC120,,Shelf D-2 Bin 8-1,,,
Terminal Block,,EN60947-7-1,,Shelf D-2 Bin 8-2,,,
Terminal Block,,IEC60947-7-1,,Shelf D-2 Bin 8-2,,,
Terminal Block,,IECEx-KEM-06.0027-U,,Shelf D-2 Bin 8-2,,,
Insulated Grip Twistlock,,HBL3764C,,Shelf D-2 Bin 8-3,,,FEM 50A 250VDC 600VAC 3 Pole 4 Wire W/Ground
30MM Joystick,,RAD00480,,Shelf D-2 Bin 8-4,,,
Push Button,,RAD00723,,Shelf D-2 Bin 8-4,,,
Push Button,,RAD00724,,Shelf D-2 Bin 8-4,,,
Push Button,,RAD00724L/B,,Shelf D-2 Bin 8-4,,,
Inductive Prox Head,,E51DS1,,Shelf D-2 Bin 8-5,,,
Inductive Prox Head,,E51DT1,,Shelf D-2 Bin 8-5,,,
?,,XS7-C40FP260H7,,Shelf D-2 Bin 8-5,,,
Inductive Head And Body,,9007C54B2,,Shelf D-2 Bin 8-5,,,
Limit Switch,,RAD6112-SP-A,,Shelf D-2 Bin 8-6,,,
Non Flush ILL Double Push Button,,M22-DDL-S-X7-X7,,Shelf D-2 Bin 9-1,,,
Mounting Adapter,,M22-A4,,Shelf D-2 Bin 9-1,,,
Contact Block,,M22-CK10,,Shelf D-2 Bin 9-1,,,
Push Button,,M22-D4-S-X7,,Shelf D-2 Bin 9-1,,,BLK 4WAY PB SIL-BZL ETCHED
Miscellaneous Clamp Assembly,,na,,Shelf D-2 Bin 9-2,,,
Clamp Assembly,,SP650-8PP,,Shelf D-2 Bin 9-3,,,
Clamp Assembly,,SP648-3PP,,Shelf D-2 Bin 9-3,,,
Clamp Assembly,,SP212-7PP,,Shelf D-2 Bin 9-4,,,
Clamp Assembly,,SP216-PP,,Shelf D-2 Bin 9-4,,,
Clamp Assembly,,SP533-7PP,,Shelf D-2 Bin 9-5,,,
Bushing,,FT-003-014,,Shelf B-6 Shelf 1-4,,,
Limit Switch Head,,9007N,,Shelf D-2 Bin 9-6,,,
Lever Arm,,9007HA1,,Shelf D-2 Bin 9-6,,,
Lever Arm,,9007FA1,,Shelf D-2 Bin 9-6,,,
2” To 1” Reducer,,na,,Shelf D-1 Bin 1-1,,,
2” To ¾” Reducer,,na,,Shelf D-1 Bin 1-1,,,
2” To ½” Reducer,,na,,Shelf D-1 Bin 1-1,,,
2” To 1 ¼” Reducer,,na,,Shelf D-1 Bin 1-1,,,
2” To 1 ½” Reducer,,na,,Shelf D-1 Bin 1-1,,,
2” PVC Coupling,,na,,Shelf D-1 Bin 1-2,,,
1 ½” PVC Coupling,,na,,Shelf D-1 Bin 1-3,,,
1 ½” PVC Male Adapter,,na,,Shelf D-1 Bin 1-4,,,
1” PVC Coupling,,na,,Shelf D-1 Bin 1-5,,,
1” PVC Male Adapter,,na,,Shelf D-1 Bin 1-5,,,
¾” PVC Adaptors,,na,,Shelf D-1 Bin 1-6,,,
¾” PVC Female Adaptors,,na,,Shelf D-1 Bin 1-6,,,
¾” PVC Male Connector,,na,,Shelf D-1 Bin 1-6,,,
1 ¼” To ¾” Reducer,,na,,Shelf D-1 Bin 2-1,,,
¾” To ½” Reducer,,na,,Shelf D-1 Bin 2-1,,,
1 ¼” To 1” Reducer,,na,,Shelf D-1 Bin 2-1,,,
1” To ½” Reducer,,na,,Shelf D-1 Bin 2-1,,,
¾” Flex Cord Connector,,na,,Shelf D-1 Bin 2-2,,,
½’ Flex Cord Connector Aluminum,,SHC1034,,Shelf D-1 Bin 2-3,,,
½” Flex Cord Connector,,na,,Shelf D-1 Bin 2-3,,,
Cable Gland Strain Relief Flex,,CF16NA-BK-N-O,,Shelf D-1 Bin 2-4,,,
Cable Gland Strain Relief,,CD16NA-BK-N-O,,Shelf D-1 Bin 2-4,,,
½” Cable Gland Plastic,,na,,Shelf D-1 Bin 2-5,,,
Metal Nut,,70123699,,Shelf D-1 Bin 2-5,,,
½” PVC Fem Adapter,,na,,Shelf D-1 Bin 2-6,,,
½” PVC Coupling,,na,,Shelf D-1 Bin 2-6,,,
½” PVC Male Adapter,,na,,Shelf D-1 Bin 2-6,,,
Twist Lock Male Cord-In,,PSL715-P,,Shelf D-1 Bin 3-1,,,277VAC 15A 2P 3W
Single White Blank Cover,,TP13-W,,Shelf D-1 Bin 3-2,,,
GFCI 20AMP W/LED Light,,na,,Shelf D-1 Bin 3-3,,,
Female Plug,,HBL2433,,Shelf D-1 Bin 3-4,,,20A 3P 480V
Plug 50A 200V,,na,,Shelf D-1 Bin 3-4,,,
Twist Lock Male Cord-In,,HBL2431,,Shelf D-1 Bin 3-5,,,
½” Nut,,na,,Shelf D-1 Bin 3-6,,,
1” Nut,,na,,Shelf D-1 Bin 3-6,,,
1 ½” Nut,,na,,Shelf D-1 Bin 3-6,,,
2” Nut,,na,,Shelf D-1 Bin 3-6,,,
2 ½” Nut,,na,,Shelf D-1 Bin 3-6,,,
3” Nut,,na,,Shelf D-1 Bin 3-6,,,
GFCI Duplex Receptacle Cover,,915C,,Shelf D-1 Bin 4-1,,,
Single White Switch Cover,,TP1W,,Shelf D-1 Bin 4-2,,,
ADD On Switch Cover,,PJSC1-LA,,Shelf D-1 Bin 4-3,,,
ADD On Switch Cover,,PJSE1-LA,,Shelf D-1 Bin 4-3,,,
Switch Cover,,TP113-LA,,Shelf D-1 Bin 4-3,,,
Double White Receptacle Cover,,001-88016,,Shelf D-1 Bin 4-4,,,
Single White Receptacle Cover,,TP8-W,,Shelf D-1 Bin 4-5,,,
Double White Switch Cover,,TP2-W,,Shelf D-1 Bin 4-6,,,
Combo Receptacle and Switch Cover Galvanized,,na,,Shelf D-1 Bin 5-1,,,
Weather Proof Blank Cover,,WPB1,,Shelf D-1 Bin 5-2,,,
Weather Proof Blank Cover Two Gang,,WPB2,,Shelf D-1 Bin 5-3,,,
Blank Cover Galvanized,,4BC,,Shelf D-1 Bin 5-4,,,
Blank Cover Galvanized,,5BC,,Shelf D-1 Bin 5-4,,,
4 Gang Mud Rings,,na,,Shelf D-1 Bin 5-5,,,
Single Mud Rings,,na,,Shelf D-1 Bin 5-6,,,
Switch Covers Galvanized 4”,,800C,,Shelf D-1 Bin 6-1,,,
Switch Cover Galvanized Single 4”,,C4450,,Shelf D-1 Bin 6-3,,,
Switch Cover Galvanized Double 4”,,803C,,Shelf D-1 Bin 6-2,,,
Receptacle Cover Round Small Hole 4” Galv,,801C,,Shelf D-1 Bin 6-4,,,
Receptacle Cover Round Med Hole 4” Galv,,RS13,,Shelf D-1 Bin 6-5,,,
Receptacle Cover Round LG Hole 4” Galv,,RSL14,,Shelf D-1 Bin 6-6,,,
GFCI Single Galvanized Cover,,C2239,,Shelf D-1 Bin 6-6,,,
Black Electrical Tape,,na,,Shelf D-1 Bin 7-1,,,
Green Electrical Tape,,na,,Shelf D-1 Bin 7-2,,,
White Electrical Tape,,na,,Shelf D-1 Bin 7-3,,,
Silver Electrical Tape,,na,,Shelf D-1 Bin 7-3,,,
Brown Electrical Tape,,na,,Shelf D-1 Bin 7-4,,,
Orange Electrical Tape,,na,,Shelf D-1 Bin 7-5,,,
Yellow Electrical Tape,,na,,Shelf D-1 Bin 7-6,,,
Blue Electrical Tape,,na,,Shelf D-1 Bin 8-1,,,
Red Electrical Tape,,na,,Shelf D-1 Bin 8-2,,,
Electrical Insulating Putty,,na,,Shelf D-1 Bin 8-3,,,
Duct Seal Putty,,na,,Shelf D-1 Bin 8-3,,,
Receptacle Cover Double 4” Galvanized,,C2243,,Shelf D-1 Bin 8-4,,,
Receptacle Cover Single 4” Galvanized,,C3454,,Shelf D-1 Bin 8-5,,,
Plastic Anti Short Bushing,,AS0,,Shelf D-1 Bin 8-6,,,
Rubber Tape,,130C,,Shelf D-1 Bin 9-1,,,
Male Cord In,,5366,,Shelf D-1 Bin 9-2,,,20A 125V
Male Cord In,,PS5366-X,,Shelf D-1 Bin 9-2,,,20A 125V
Female Cord In,,PS5369-X,,Shelf D-1 Bin 9-3,,,20A 125V
Flexcor Strain Release Box Connector,,BOX-70,,Shelf D-1 Bin 9-4,,,
Locking Receptacle Single Grounding,,4760,,Shelf D-1 Bin 9-5,,,15A 277V
Ground Pigtails,,GRPG-1207-BL,,Shelf D-1 Bin 9-6,,,
Protocell W/Stem And Swivel Mount,,K4223C,,Shelf D-1 Bin 10-1,,,208/277V
Protocell W/Stem And Swivel Mount,,K4221C,,Shelf D-1 Bin 10-2,,,120V
Receptacle Single 20A,,5351-W,,Shelf D-1 Bin 10-3,,,
Receptacle Double 20A,,CR20-W,,Shelf D-1 Bin 10-4,,,
Switch 3 Way 20A,,PS20AC3W,,Shelf D-1 Bin 10-5,,,
Switch SP,,CS20AC1-W,,Shelf D-1 Bin 10-6,,,
Plug 3 Pole 20A Nylon,,71620FR,,Shelf D-1 Bin 11-1,,,
FL Switch SFN 5TX,,COM-HW1025,,Shelf A-8 Bin 1-4,,,
FL Switch 1001T 4POE,,COM-HW1029,,Shelf A-8 Bin 1-2,,,
Accu Coder,,POW-M00252-P1-X8E,,Shelf A-8 Bin 1-3,,,
Encoder Input Unit,,COM-EL061Z,,Shelf A-8 Bin 1-3,,,
Photo Sensor,,RAD01600,,Shelf A-8 Bin 1-5,,,
Programmer Module,,MEP230H,,Shelf A-8 Bin 3-3,,,
Amplifier Module,,MEUV1,,Shelf A-8 Bin 3-3,,,
Light Curtain,,ELE-CO1107-P1-G2L,,Shelf A-8 Bin 3-3,,,
Interface Module,,6ES7151-3BA23-0AB0,,Shelf A-8 Bin 3-2,,,
?,,ELE-C05290-RR3C,,Shelf A-8 Bin 3-4,,,
Photoelectric Sensor,,EQ-34-PN-J,,Shelf A-8 Bin 3-5,,,
?,,DT35-B15251,,Shelf A-8 Bin 3-5,,Sick,
Proximity sensor,,COM-ELE2190-GD3,,Shelf A-8 Bin 3-6,,,
White Light Unit,,00-688396,,Shelf A-8 Bin 3-6,M22-CLED-W,,12-30VAC
?,,1053074,,Shelf A-8 Bin 3-6,HW0088,Sick,
Base Unit,,6ES7-193-6BP00-0DA0,,Shelf A-8 Bin 4-1,,,
Digital Output Module,,6ES7-132-6BD20-0BA0,,Shelf A-8 Bin 4-1,,,
Solenoid,,5LE97,,Shelf A-8 Bin 4-1,,,
Locking Assembly C133,,POW-BR0921,,Shelf A-8 Bin 4-2,C133M-30X55,Climax,Pallet Stacker 30MM
Bearing,,ME-003-423,,Shelf A-8 Bin 4-2,LR5007-2RS,,
Flange,,FT-002-015,,Shelf A-8 Bin 4-2,,,
AUX Switch Block,,3RH2911-1FA22,,Shelf A-8 Bin 4-3,,,
Accessory Cabling Kit,,6GK1901-1BB10-2AA0,,Shelf A-8 Bin 4-3,,,
?,,COM-EL1790,,Shelf A-8 Bin 4-3,,,
Link Belt,,ER24,,Shelf A-8 Bin 4-4,,,PLT Clnr
Bearing,,6311-2RSJEM,,Shelf A-8 Bin 4-5,,,
Bearing,,NUTR-50110-A,,Shelf A-8 Bin 4-6,,,
Inner Race,,CF-E2H,,Shelf A-8 Bin 5-1,,,
Sensor,,S18SP6FF100Q,,Shelf B-3 Bin 5-4,,,
PLC Holder,,6ES7193-4CB30-0AA0,,Shelf A-8 Bin 1-1,,,
?,,COM-EL0654,,Shelf A-8 Bin 1-6,,,
Analog Input Module,,6ES7134-4FB01-0AB0,,Shelf A-8 Bin 2-1,,,
Analog Input Module,,6ES7134-4GB01-0AB0,,Shelf A-8 Bin 2-1,,,
Digital Output Module,,6ES7132-4BD32-0AA0,,Shelf A-8 Bin 2-2,,,
Digital Output Module,,6ES7132-4BB31-0AA0,,Shelf A-8 Bin 2-2,,,
Digital Output Module,,6ES7131-4BD01-0AA0,,Shelf A-8 Bin 2-2,,,
Interface Module,,6ES7138-4DB03-0AB0,,Shelf A-8 Bin 2-3,ELE-C01158,,
Power Module,,6ES7138-4CA01-0AA0,,Shelf A-8 Bin 2-3,,,
Digital Output Module,,6ES7138-4FB04-0AB0,,Shelf A-8 Bin 2-3,,,
Terminal Module,,6ES7193-4CF50-0AA0,,Shelf A-8 Bin 2-4,,,
Terminal Module,,6ES7193-4CL30-0AA0,,Shelf A-8 Bin 2-4,,,
Terminal Module,,6ES7193-4CD30-0AA0,,Shelf A-8 Bin 2-4,,,
?,,6ES7138-4DA04-0AB0,,Shelf A-8 Bin 2-4,,,
Proximity Switch,,XUB2AKSWM12T,,Shelf A-8 Bin 2-5,,,
Proximity Switch,,XUB2APBWM12R,,Shelf A-8 Bin 2-6,,,
Module,,6ES7135-4FB01-0AB0,,Shelf A-8 Bin 3-1,,,
Analog Input Module,,6ES7134-4NB01-0AB0,,Shelf A-8 Bin 3-1,,,
Digital Input Module,,6ES7131-4BF00-0AA0,,Shelf A-8 Bin 3-1,,,
Sensor,,LCS1-1812P-ARU4-AMS,,Shelf A-8 Bin 5-2,,,
Accessories,,6SL3065-8AA00-5CA0,,Shelf A-8 Bin 5-2,,,
Belt,,68M81955,,Shelf A-8 Bin 5-2,,Siko,MBR320-0006
Bushing,,POW-BR0015,,Shelf A-8 Bin 5-3,,,
?,,HAR-MI-0250,,Shelf A-8 Bin 5-3,,,
?,,HAR-MI-0271,,Shelf A-8 Bin 5-3,,,
?,,HAR-MI-0273,,Shelf A-8 Bin 5-3,,,
